# Selection   : all
# Cells       : 400
# Volume      : 1.000000e+00
# Time        	min(U)
22.41         	(-2.262708e-01 -4.851210e-01 0.000000e+00)
22.42         	(-2.262708e-01 -4.851210e-01 0.000000e+00)
22.43         	(-2.262708e-01 -4.851210e-01 0.000000e+00)
22.44         	(-2.262708e-01 -4.851210e-01 0.000000e+00)
22.45         	(-2.262708e-01 -4.851210e-01 0.000000e+00)
22.46         	(-2.262708e-01 -4.851210e-01 0.000000e+00)
22.47         	(-2.262708e-01 -4.851210e-01 0.000000e+00)
22.48         	(-2.262708e-01 -4.851210e-01 0.000000e+00)
22.49         	(-2.262708e-01 -4.851210e-01 0.000000e+00)
22.5          	(-2.262708e-01 -4.851210e-01 0.000000e+00)
22.51         	(-2.262708e-01 -4.851210e-01 0.000000e+00)
22.52         	(-2.262708e-01 -4.851210e-01 0.000000e+00)
22.53         	(-2.262708e-01 -4.851210e-01 0.000000e+00)
22.54         	(-2.262708e-01 -4.851210e-01 0.000000e+00)
22.55         	(-2.262708e-01 -4.851211e-01 0.000000e+00)
22.56         	(-2.262708e-01 -4.851211e-01 0.000000e+00)
22.57         	(-2.262708e-01 -4.851211e-01 0.000000e+00)
22.58         	(-2.262708e-01 -4.851211e-01 0.000000e+00)
22.59         	(-2.262708e-01 -4.851211e-01 0.000000e+00)
22.6          	(-2.262708e-01 -4.851211e-01 0.000000e+00)
22.61         	(-2.262708e-01 -4.851211e-01 0.000000e+00)
22.62         	(-2.262708e-01 -4.851211e-01 0.000000e+00)
22.63         	(-2.262709e-01 -4.851211e-01 0.000000e+00)
22.64         	(-2.262709e-01 -4.851211e-01 0.000000e+00)
22.65         	(-2.262709e-01 -4.851211e-01 0.000000e+00)
22.66         	(-2.262709e-01 -4.851211e-01 0.000000e+00)
22.67         	(-2.262709e-01 -4.851211e-01 0.000000e+00)
22.68         	(-2.262709e-01 -4.851211e-01 0.000000e+00)
22.69         	(-2.262709e-01 -4.851211e-01 0.000000e+00)
22.7          	(-2.262709e-01 -4.851211e-01 0.000000e+00)
22.71         	(-2.262709e-01 -4.851211e-01 0.000000e+00)
22.72         	(-2.262709e-01 -4.851212e-01 0.000000e+00)
22.73         	(-2.262709e-01 -4.851212e-01 0.000000e+00)
22.74         	(-2.262709e-01 -4.851212e-01 0.000000e+00)
22.75         	(-2.262709e-01 -4.851212e-01 0.000000e+00)
22.76         	(-2.262709e-01 -4.851212e-01 0.000000e+00)
22.77         	(-2.262709e-01 -4.851212e-01 0.000000e+00)
22.78         	(-2.262709e-01 -4.851212e-01 0.000000e+00)
22.79         	(-2.262709e-01 -4.851212e-01 0.000000e+00)
22.8          	(-2.262709e-01 -4.851212e-01 0.000000e+00)
22.81         	(-2.262709e-01 -4.851212e-01 0.000000e+00)
22.82         	(-2.262709e-01 -4.851212e-01 0.000000e+00)
22.83         	(-2.262709e-01 -4.851212e-01 0.000000e+00)
22.84         	(-2.262709e-01 -4.851212e-01 0.000000e+00)
22.85         	(-2.262709e-01 -4.851212e-01 0.000000e+00)
22.86         	(-2.262709e-01 -4.851212e-01 0.000000e+00)
22.87         	(-2.262709e-01 -4.851212e-01 0.000000e+00)
22.88         	(-2.262709e-01 -4.851212e-01 0.000000e+00)
22.89         	(-2.262709e-01 -4.851213e-01 0.000000e+00)
22.9          	(-2.262709e-01 -4.851213e-01 0.000000e+00)
22.91         	(-2.262709e-01 -4.851213e-01 0.000000e+00)
22.92         	(-2.262709e-01 -4.851213e-01 0.000000e+00)
22.93         	(-2.262709e-01 -4.851213e-01 0.000000e+00)
22.94         	(-2.262709e-01 -4.851213e-01 0.000000e+00)
22.95         	(-2.262709e-01 -4.851213e-01 0.000000e+00)
22.96         	(-2.262709e-01 -4.851213e-01 0.000000e+00)
22.97         	(-2.262709e-01 -4.851213e-01 0.000000e+00)
22.98         	(-2.262709e-01 -4.851213e-01 0.000000e+00)
22.99         	(-2.262709e-01 -4.851213e-01 0.000000e+00)
23            	(-2.262709e-01 -4.851213e-01 0.000000e+00)
23.01         	(-2.262709e-01 -4.851213e-01 0.000000e+00)
23.02         	(-2.262709e-01 -4.851213e-01 0.000000e+00)
23.03         	(-2.262709e-01 -4.851213e-01 0.000000e+00)
23.04         	(-2.262709e-01 -4.851213e-01 0.000000e+00)
23.05         	(-2.262709e-01 -4.851213e-01 0.000000e+00)
23.06         	(-2.262709e-01 -4.851213e-01 0.000000e+00)
23.07         	(-2.262709e-01 -4.851213e-01 0.000000e+00)
23.08         	(-2.262709e-01 -4.851214e-01 0.000000e+00)
23.09         	(-2.262709e-01 -4.851214e-01 0.000000e+00)
23.1          	(-2.262709e-01 -4.851214e-01 0.000000e+00)
23.11         	(-2.262709e-01 -4.851214e-01 0.000000e+00)
23.12         	(-2.262709e-01 -4.851214e-01 0.000000e+00)
23.13         	(-2.262709e-01 -4.851214e-01 0.000000e+00)
23.14         	(-2.262709e-01 -4.851214e-01 0.000000e+00)
23.15         	(-2.262709e-01 -4.851214e-01 0.000000e+00)
23.16         	(-2.262709e-01 -4.851214e-01 0.000000e+00)
23.17         	(-2.262709e-01 -4.851214e-01 0.000000e+00)
23.18         	(-2.262709e-01 -4.851214e-01 0.000000e+00)
23.19         	(-2.262709e-01 -4.851214e-01 0.000000e+00)
23.2          	(-2.262709e-01 -4.851214e-01 0.000000e+00)
23.21         	(-2.262709e-01 -4.851214e-01 0.000000e+00)
23.22         	(-2.262709e-01 -4.851214e-01 0.000000e+00)
23.23         	(-2.262709e-01 -4.851214e-01 0.000000e+00)
23.24         	(-2.262709e-01 -4.851214e-01 0.000000e+00)
23.25         	(-2.262709e-01 -4.851214e-01 0.000000e+00)
23.26         	(-2.262709e-01 -4.851214e-01 0.000000e+00)
23.27         	(-2.262709e-01 -4.851214e-01 0.000000e+00)
23.28         	(-2.262710e-01 -4.851214e-01 0.000000e+00)
23.29         	(-2.262710e-01 -4.851215e-01 0.000000e+00)
23.3          	(-2.262710e-01 -4.851215e-01 0.000000e+00)
23.31         	(-2.262710e-01 -4.851215e-01 0.000000e+00)
23.32         	(-2.262710e-01 -4.851215e-01 0.000000e+00)
23.33         	(-2.262710e-01 -4.851215e-01 0.000000e+00)
23.34         	(-2.262710e-01 -4.851215e-01 0.000000e+00)
23.35         	(-2.262710e-01 -4.851215e-01 0.000000e+00)
23.36         	(-2.262710e-01 -4.851215e-01 0.000000e+00)
23.37         	(-2.262710e-01 -4.851215e-01 0.000000e+00)
23.38         	(-2.262710e-01 -4.851215e-01 0.000000e+00)
23.39         	(-2.262710e-01 -4.851215e-01 0.000000e+00)
23.4          	(-2.262710e-01 -4.851215e-01 0.000000e+00)
23.41         	(-2.262710e-01 -4.851215e-01 0.000000e+00)
23.42         	(-2.262710e-01 -4.851215e-01 0.000000e+00)
23.43         	(-2.262710e-01 -4.851215e-01 0.000000e+00)
23.44         	(-2.262710e-01 -4.851215e-01 0.000000e+00)
23.45         	(-2.262710e-01 -4.851215e-01 0.000000e+00)
23.46         	(-2.262710e-01 -4.851215e-01 0.000000e+00)
23.47         	(-2.262710e-01 -4.851215e-01 0.000000e+00)
23.48         	(-2.262710e-01 -4.851215e-01 0.000000e+00)
23.49         	(-2.262710e-01 -4.851215e-01 0.000000e+00)
23.5          	(-2.262710e-01 -4.851215e-01 0.000000e+00)
23.51         	(-2.262710e-01 -4.851215e-01 0.000000e+00)
23.52         	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.53         	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.54         	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.55         	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.56         	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.57         	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.58         	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.59         	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.6          	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.61         	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.62         	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.63         	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.64         	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.65         	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.66         	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.67         	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.68         	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.69         	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.7          	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.71         	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.72         	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.73         	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.74         	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.75         	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.76         	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.77         	(-2.262710e-01 -4.851216e-01 0.000000e+00)
23.78         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
23.79         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
23.8          	(-2.262710e-01 -4.851217e-01 0.000000e+00)
23.81         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
23.82         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
23.83         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
23.84         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
23.85         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
23.86         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
23.87         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
23.88         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
23.89         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
23.9          	(-2.262710e-01 -4.851217e-01 0.000000e+00)
23.91         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
23.92         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
23.93         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
23.94         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
23.95         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
23.96         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
23.97         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
23.98         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
23.99         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
24            	(-2.262710e-01 -4.851217e-01 0.000000e+00)
24.01         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
24.02         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
24.03         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
24.04         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
24.05         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
24.06         	(-2.262710e-01 -4.851217e-01 0.000000e+00)
24.07         	(-2.262710e-01 -4.851218e-01 0.000000e+00)
24.08         	(-2.262710e-01 -4.851218e-01 0.000000e+00)
24.09         	(-2.262710e-01 -4.851218e-01 0.000000e+00)
24.1          	(-2.262710e-01 -4.851218e-01 0.000000e+00)
24.11         	(-2.262710e-01 -4.851218e-01 0.000000e+00)
24.12         	(-2.262710e-01 -4.851218e-01 0.000000e+00)
24.13         	(-2.262710e-01 -4.851218e-01 0.000000e+00)
24.14         	(-2.262710e-01 -4.851218e-01 0.000000e+00)
24.15         	(-2.262710e-01 -4.851218e-01 0.000000e+00)
24.16         	(-2.262710e-01 -4.851218e-01 0.000000e+00)
24.17         	(-2.262710e-01 -4.851218e-01 0.000000e+00)
24.18         	(-2.262710e-01 -4.851218e-01 0.000000e+00)
24.19         	(-2.262710e-01 -4.851218e-01 0.000000e+00)
24.2          	(-2.262711e-01 -4.851218e-01 0.000000e+00)
24.21         	(-2.262711e-01 -4.851218e-01 0.000000e+00)
24.22         	(-2.262711e-01 -4.851218e-01 0.000000e+00)
24.23         	(-2.262711e-01 -4.851218e-01 0.000000e+00)
24.24         	(-2.262711e-01 -4.851218e-01 0.000000e+00)
24.25         	(-2.262711e-01 -4.851218e-01 0.000000e+00)
24.26         	(-2.262711e-01 -4.851218e-01 0.000000e+00)
24.27         	(-2.262711e-01 -4.851218e-01 0.000000e+00)
24.28         	(-2.262711e-01 -4.851218e-01 0.000000e+00)
24.29         	(-2.262711e-01 -4.851218e-01 0.000000e+00)
24.3          	(-2.262711e-01 -4.851218e-01 0.000000e+00)
24.31         	(-2.262711e-01 -4.851218e-01 0.000000e+00)
24.32         	(-2.262711e-01 -4.851218e-01 0.000000e+00)
24.33         	(-2.262711e-01 -4.851218e-01 0.000000e+00)
24.34         	(-2.262711e-01 -4.851218e-01 0.000000e+00)
24.35         	(-2.262711e-01 -4.851218e-01 0.000000e+00)
24.36         	(-2.262711e-01 -4.851218e-01 0.000000e+00)
24.37         	(-2.262711e-01 -4.851218e-01 0.000000e+00)
24.38         	(-2.262711e-01 -4.851218e-01 0.000000e+00)
24.39         	(-2.262711e-01 -4.851218e-01 0.000000e+00)
24.4          	(-2.262711e-01 -4.851218e-01 0.000000e+00)
24.41         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.42         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.43         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.44         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.45         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.46         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.47         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.48         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.49         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.5          	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.51         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.52         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.53         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.54         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.55         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.56         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.57         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.58         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.59         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.6          	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.61         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.62         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.63         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.64         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.65         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.66         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.67         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.68         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.69         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.7          	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.71         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.72         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.73         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.74         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.75         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.76         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.77         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.78         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.79         	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.8          	(-2.262711e-01 -4.851219e-01 0.000000e+00)
24.81         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
24.82         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
24.83         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
24.84         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
24.85         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
24.86         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
24.87         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
24.88         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
24.89         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
24.9          	(-2.262711e-01 -4.851220e-01 0.000000e+00)
24.91         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
24.92         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
24.93         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
24.94         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
24.95         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
24.96         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
24.97         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
24.98         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
24.99         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25            	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.01         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.02         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.03         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.04         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.05         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.06         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.07         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.08         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.09         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.1          	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.11         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.12         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.13         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.14         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.15         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.16         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.17         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.18         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.19         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.2          	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.21         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.22         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.23         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.24         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.25         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.26         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.27         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.28         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.29         	(-2.262711e-01 -4.851220e-01 0.000000e+00)
25.3          	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.31         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.32         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.33         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.34         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.35         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.36         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.37         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.38         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.39         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.4          	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.41         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.42         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.43         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.44         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.45         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.46         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.47         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.48         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.49         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.5          	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.51         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.52         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.53         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.54         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.55         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.56         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.57         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.58         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.59         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.6          	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.61         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.62         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.63         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.64         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.65         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.66         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.67         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.68         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.69         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.7          	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.71         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.72         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.73         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.74         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.75         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.76         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.77         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.78         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.79         	(-2.262711e-01 -4.851221e-01 0.000000e+00)
25.8          	(-2.262712e-01 -4.851221e-01 0.000000e+00)
25.81         	(-2.262712e-01 -4.851221e-01 0.000000e+00)
25.82         	(-2.262712e-01 -4.851221e-01 0.000000e+00)
25.83         	(-2.262712e-01 -4.851221e-01 0.000000e+00)
25.84         	(-2.262712e-01 -4.851221e-01 0.000000e+00)
25.85         	(-2.262712e-01 -4.851221e-01 0.000000e+00)
25.86         	(-2.262712e-01 -4.851221e-01 0.000000e+00)
25.87         	(-2.262712e-01 -4.851221e-01 0.000000e+00)
25.88         	(-2.262712e-01 -4.851221e-01 0.000000e+00)
25.89         	(-2.262712e-01 -4.851221e-01 0.000000e+00)
25.9          	(-2.262712e-01 -4.851221e-01 0.000000e+00)
25.91         	(-2.262712e-01 -4.851221e-01 0.000000e+00)
25.92         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
25.93         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
25.94         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
25.95         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
25.96         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
25.97         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
25.98         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
25.99         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26            	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.01         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.02         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.03         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.04         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.05         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.06         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.07         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.08         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.09         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.1          	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.11         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.12         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.13         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.14         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.15         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.16         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.17         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.18         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.19         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.2          	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.21         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.22         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.23         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.24         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.25         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.26         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.27         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.28         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.29         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.3          	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.31         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.32         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.33         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.34         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.35         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.36         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.37         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.38         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.39         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.4          	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.41         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.42         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.43         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.44         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.45         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.46         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.47         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.48         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.49         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.5          	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.51         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.52         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.53         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.54         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.55         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.56         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.57         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.58         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.59         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.6          	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.61         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.62         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
26.63         	(-2.262712e-01 -4.851222e-01 0.000000e+00)
